"CustomerID","loan_amnt","funded_amnt","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","verification_status","purpose","zip_code","addr_state"
"C900006019","15000","15000","36 months","8.94%","476.58","A","A5","Littler Mendelson  PC","3 years","RENT","62280","VERIFIED - income source","debt_consolidation","921xx","CA"
"C900006700","10400","10400","36 months","5.42%","313.67","A","A1","United States Coast Guard","9 years","RENT","65000","not verified","debt_consolidation","980xx","WA"
"C900002256","27525","27525","36 months","10.74%","897.75","B","B4","Citigroup","10+ years","MORTGAGE","80070","VERIFIED - income","small_business","077xx","NJ"
"C900004459","10000","10000","36 months","12.99%","336.9","C","C1","Dr pasquale malpeso DMD","10+ years","MORTGAGE","72972.35","VERIFIED - income","credit_card","113xx","NY"
"C900007548","1000","1000","60 months","13.35%","22.94","C","C4","MedAssurant","2 years","MORTGAGE","36000","VERIFIED - income source","debt_consolidation","925xx","CA"
"C900002543","9600","9600","36 months","11.99%","318.82","B","B5","First Student","1 year","RENT","35000","not verified","credit_card","067xx","CT"
"C900003203","3000","3000","36 months","10.71%","97.81","B","B5","j & k","3 years","RENT","42264","not verified","debt_consolidation","606xx","IL"
"C900003542","25000","25000","36 months","10.62%","814","B","B3","U.S.Postal Service","10+ years","MORTGAGE","133119","VERIFIED - income source","credit_card","320xx","FL"
"C900009125","15000","15000","36 months","9.63%","481.41","B","B1","wells fargo","8 years","MORTGAGE","60996","VERIFIED - income source","other","106xx","NY"
"C900000595","5000","5000","36 months","13.72%","170.21","C","C5","citigroup","4 years","RENT","28000","VERIFIED - income","debt_consolidation","112xx","NY"
"C900001369","8000","8000","36 months","12.18%","266.4","B","B4","express energy","2 years","RENT","40000","not verified","debt_consolidation","760xx","TX"
"C900009175","5000","5000","36 months","5.79%","151.64","A","A2","Employers Claim Management","1 year","MORTGAGE","25040","VERIFIED - income source","home_improvement","350xx","AL"
"C900007878","12000","12000","36 months","10.62%","390.72","B","B3","ExxonMobil","9 years","MORTGAGE","150000","not verified","debt_consolidation","200xx","DC"
"C900005101","3200","3200","36 months","7.51%","99.56","A","A4","satellites unlimited","< 1 year","MORTGAGE","48000","VERIFIED - income source","major_purchase","712xx","LA"
"C900003456","8000","8000","36 months","14.96%","277.16","D","D2","","1 year","RENT","120000","not verified","debt_consolidation","060xx","CT"
"C900006838","6000","6000","36 months","7.49%","186.61","A","A4","Spottswood Law Firm","5 years","OWN","14400","VERIFIED - income source","other","330xx","FL"
"C900000198","9600","9600","36 months","11.71%","317.53","B","B3","CCCS of San Francisco","7 years","RENT","53000","not verified","credit_card","941xx","CA"
"C900006173","13850","13850","36 months","12.87%","465.82","C","C1","Miami County ESC","2 years","MORTGAGE","42452","VERIFIED - income","debt_consolidation","454xx","OH"
"C900002797","22500","22500","60 months","17.27%","562.46","D","D3","McKesson Corporation","3 years","MORTGAGE","67735","VERIFIED - income source","debt_consolidation","295xx","SC"
"C900004814","3600","3600","36 months","9.99%","116.15","B","B4","Sodexo","2 years","OWN","35000","VERIFIED - income","debt_consolidation","946xx","CA"
"C900007094","30000","30000","36 months","15.62%","1049.1","D","D1","United States Marshals Service","10+ years","MORTGAGE","125004","VERIFIED - income","debt_consolidation","290xx","SC"
"C900008864","4325","4325","36 months","7.49%","134.52","A","A4","Broward County School Board","10+ years","MORTGAGE","44300","VERIFIED - income source","credit_card","333xx","FL"
"C900006550","20000","16250","36 months","11.12%","532.93","B","B3","AT&T","10+ years","RENT","62400","VERIFIED - income","debt_consolidation","926xx","CA"
"C900000239","20000","20000","36 months","16.82%","711.27","E","E2","Financial Partners Credit Union","4 years","MORTGAGE","88000","VERIFIED - income","debt_consolidation","917xx","CA"
"C900006143","10000","10000","36 months","7.29%","310.1","A","A4","Natural Balance","2 years","RENT","75000","VERIFIED - income source","home_improvement","900xx","CA"
"C900004201","7000","7000","36 months","14.96%","242.52","D","D2","NJ dept of corrections","10+ years","MORTGAGE","43800","not verified","debt_consolidation","083xx","NJ"
"C900002289","3000","3000","36 months","15.62%","104.91","C","C4","","5 years","RENT","60000","VERIFIED - income","wedding","959xx","CA"
"C900006553","9325","9325","36 months","16.46%","329.97","F","F4","Frito Lay","< 1 year","RENT","50000","not verified","debt_consolidation","928xx","CA"
"C900004406","6000","6000","36 months","7.14%","185.65","A","A3","Jefferson County DA","3 years","MORTGAGE","49800","VERIFIED - income source","debt_consolidation","352xx","AL"
"C900006796","5000","5000","60 months","11.12%","109.02","B","B3","The Kroger Co Fred Meyer Jewelers","10+ years","MORTGAGE","40000","VERIFIED - income source","debt_consolidation","480xx","MI"
"C900002615","12500","12500","36 months","14.96%","433.08","D","D2","HNTB Corporation","9 years","MORTGAGE","62400","VERIFIED - income source","moving","402xx","KY"
"C900000132","5000","5000","60 months","16.45%","122.79","E","E1","pepsico","3 years","RENT","48000","VERIFIED - income","debt_consolidation","968xx","HI"
"C900007282","4650","4650","36 months","6.62%","142.78","A","A2","Team Industries","1 year","OWN","37000","VERIFIED - income source","credit_card","566xx","MN"
"C900004127","1800","1800","36 months","10.20%","58.26","B","B1","battaglia dist","10+ years","OWN","42000","not verified","home_improvement","604xx","IL"
"C900001747","2000","2000","36 months","11.14%","65.61","B","B1","Cameron University","2 years","RENT","42000","not verified","educational","735xx","OK"
"C900000170","15000","9700","60 months","12.61%","218.78","C","C2","Global Silicon Electronics Inc","5 years","RENT","33600","VERIFIED - income source","small_business","917xx","CA"
"C900005313","12000","12000","36 months","13.35%","406.36","C","C4","Immigration & Customs Enforcement","3 years","RENT","42500","VERIFIED - income source","major_purchase","207xx","MD"
"C900005138","21200","13450","60 months","18.39%","344.41","E","E2","Charles Machine Works Inc.","10+ years","OWN","54000","VERIFIED - income","debt_consolidation","730xx","OK"
"C900004611","5000","5000","60 months","15.21%","119.51","D","D2","Bank of America","8 years","RENT","82000","VERIFIED - income","house","930xx","CA"
"C900001176","14000","14000","36 months","18.64%","510.64","E","E1","KPMG LLP","3 years","MORTGAGE","357000","VERIFIED - income","debt_consolidation","068xx","CT"
"C900009878","13750","13750","36 months","14.22%","471.41","C","C5","csh","10+ years","MORTGAGE","30000","not verified","debt_consolidation","238xx","VA"
"C900008339","4000","4000","36 months","10.99%","130.94","B","B3","Security Lock and Key, Inc.","5 years","MORTGAGE","52800","VERIFIED - income source","wedding","241xx","VA"
"C900008272","2000","2000","36 months","8.70%","63.32","B","B1","North Greenwich Financial LLC","< 1 year","RENT","70000","not verified","credit_card","100xx","NY"
"C900006840","4800","4800","60 months","12.23%","107.34","C","C1","Ann Arbor Public Schools","10+ years","MORTGAGE","92000","VERIFIED - income source","home_improvement","481xx","MI"
"C900002627","2750","2750","36 months","16.95%","97.98","E","E5","Clark University","3 years","RENT","4200","not verified","educational","024xx","MA"
"C900007072","6000","6000","60 months","10.99%","130.43","B","B3","US Navy","7 years","MORTGAGE","67200","VERIFIED - income source","car","919xx","CA"
"C900008515","8400","8400","36 months","12.18%","279.72","B","B4","ICOM","6 years","MORTGAGE","35000","not verified","debt_consolidation","609xx","IL"
"C900005274","9600","9600","36 months","14.65%","331.15","C","C3","World Travel Holdings","< 1 year","RENT","60000","VERIFIED - income source","debt_consolidation","926xx","CA"
"C900001319","25000","25000","36 months","11.11%","819.78","B","B5","Volunteers of America  Inc.","2 years","RENT","60000","VERIFIED - income","debt_consolidation","223xx","VA"
"C900001861","8000","8000","36 months","14.65%","275.96","C","C3","shoreone","7 years","RENT","87000","not verified","debt_consolidation","068xx","CT"
"C900008749","22750","22750","60 months","18.62%","585.41","F","F2","san diego regional center","1 year","RENT","36000","VERIFIED - income","debt_consolidation","919xx","CA"
"C900006419","8800","8800","36 months","11.36%","289.61","B","B5","KKAJ","2 years","RENT","60000","VERIFIED - income source","credit_card","916xx","CA"
"C900004700","14400","14400","36 months","12.99%","485.13","C","C1","Molenhouse Enterprises","10+ years","MORTGAGE","57000","not verified","debt_consolidation","601xx","IL"
"C900000726","19600","19600","36 months","13.98%","669.7","C","C3","J.P. Morgan Chase","10+ years","RENT","9e+05","VERIFIED - income source","wedding","100xx","NY"
"C900006372","10000","10000","36 months","6.92%","308.41","A","A3","PricewaterhouseCoopers","2 years","RENT","37200","VERIFIED - income source","debt_consolidation","303xx","GA"
"C900007411","9000","9000","36 months","6.03%","273.92","A","A1","Thomson Reuters","8 years","MORTGAGE","77000","not verified","home_improvement","553xx","MN"
"C900003262","1600","1600","36 months","9.32%","51.12","A","A4","san diego city School district","2 years","RENT","31000","not verified","other","921xx","CA"
"C900002957","8000","8000","36 months","16.07%","281.56","D","D5","City of New Britain","6 years","MORTGAGE","75000","not verified","other","064xx","CT"
"C900005136","5000","5000","36 months","13.17%","168.88","D","D2","DISYS","< 1 year","RENT","60000","not verified","credit_card","336xx","FL"
"C900008386","16000","16000","36 months","14.74%","552.59","D","D3","Trial court of Massachusetts","10+ years","MORTGAGE","89200","not verified","debt_consolidation","014xx","MA"
"C900007747","8000","8000","36 months","12.53%","267.74","B","B5","Curtiss Wright Controls","1 year","RENT","123000","not verified","other","900xx","CA"
"C900009095","5000","5000","36 months","11.14%","164.02","B","B1","ibc (wonder bread Hostess)","3 years","MORTGAGE","50000","not verified","credit_card","210xx","MD"
"C900005395","6000","6000","36 months","8.94%","190.63","A","A5","Southern California Edison","2 years","MORTGAGE","42000","not verified","credit_card","917xx","CA"
"C900009987","14100","14100","36 months","8.00%","441.84","A","A3","The Grand Canal Shoppes at The Venetian","2 years","MORTGAGE","63000","VERIFIED - income","debt_consolidation","891xx","NV"
"C900004031","8000","8000","60 months","11.49%","175.91","B","B4","British Petroleum","4 years","RENT","60000","VERIFIED - income","credit_card","928xx","CA"
"C900006548","25000","15725","36 months","11.36%","517.51","B","B5","Delray Medical Center","2 years","MORTGAGE","90000","VERIFIED - income","moving","330xx","FL"
"C900002097","4200","4200","36 months","7.51%","130.66","A","A4","Pentegra Retirement Services","2 years","RENT","40000","not verified","major_purchase","105xx","NY"
"C900000767","6450","6450","36 months","5.99%","196.2","A","A2","United Healthcare","5 years","MORTGAGE","140987","not verified","home_improvement","543xx","WI"
"C900009420","5000","5000","36 months","6.03%","152.18","A","A1","","n/a","OWN","63000","not verified","major_purchase","890xx","NV"
"C900000803","8800","8800","60 months","14.91%","208.94","D","D2","PepsiCo","4 years","MORTGAGE","110313","VERIFIED - income","debt_consolidation","604xx","IL"
"C900005989","8000","8000","36 months","12.53%","267.73","C","C1","Sentara Obici Hospital","7 years","OWN","34000","not verified","medical","234xx","VA"
"C900000557","18000","18000","36 months","12.18%","599.4","B","B4","Gap Inc","4 years","RENT","110000","not verified","debt_consolidation","941xx","CA"
"C900007639","3000","3000","36 months","11.49%","98.92","B","B4","","1 year","OWN","27600","not verified","major_purchase","576xx","SD"
"C900001163","18000","18000","60 months","16.77%","445.13","E","E2","Jack Henry & Associates","9 years","MORTGAGE","56500","not verified","debt_consolidation","648xx","MO"
"C900002741","25000","25000","36 months","14.96%","866.16","D","D2","Malcolm Pirnie, Inc.","10+ years","MORTGAGE","120000","not verified","home_improvement","801xx","CO"
"C900004589","8000","8000","36 months","14.27%","274.48","C","C2","Mars Snackfood North America","10+ years","MORTGAGE","97000","not verified","credit_card","600xx","IL"
"C900003152","3875","3875","60 months","19.03%","100.59","E","E2","McClure Stainless LLC","10+ years","RENT","75000","VERIFIED - income","debt_consolidation","891xx","NV"
"C900004377","5600","5600","60 months","19.36%","146.38","F","F4","Dootlitle's Woodfire","3 years","RENT","49008","VERIFIED - income source","major_purchase","551xx","MN"
"C900008588","10625","10625","36 months","11.14%","348.56","B","B2","Scitor Corporation","4 years","RENT","117000","VERIFIED - income","debt_consolidation","902xx","CA"
"C900005956","14000","14000","36 months","14.59%","482.51","D","D1","KLA-Tencor","9 years","RENT","73000","not verified","debt_consolidation","950xx","CA"
"C900002686","4000","4000","36 months","7.68%","124.77","A","A2","Process Control Specialties, Inc.","10+ years","OWN","38000","not verified","debt_consolidation","177xx","PA"
"C900006917","3200","3200","36 months","15.70%","112.04","D","D4","Securitas","3 years","RENT","48000","not verified","educational","980xx","WA"
"C900005293","20000","20000","36 months","6.54%","613.35","A","A4","Rush medical hospital","10+ years","MORTGAGE","90000","VERIFIED - income","debt_consolidation","606xx","IL"
"C900004187","2500","2500","36 months","16.77%","88.85","D","D2","Danya International","2 years","RENT","42000","not verified","other","209xx","MD"
"C900000377","5300","5300","36 months","8.90%","168.3","A","A5","","4 years","RENT","36000","VERIFIED - income source","debt_consolidation","432xx","OH"
"C900009942","13650","13650","36 months","16.29%","481.86","D","D1","Level One Hvac Services","2 years","MORTGAGE","57600","not verified","other","481xx","MI"
